Músicas,Álbuns,Artistas,Data de Lançamento,ISRC,Rank,Track Score,Explicit Track
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,1/25/2023,FR10S2319442,"3,498",23.1,1
Case,Ghost,Diljit Dosanjh,9/29/2023,TCAHK2379738,"3,479",23.1,0
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/2023,INC622212231,"3,491",23.1,0
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/2021,BRWMB2100422,"3,493",23.1,0
As It Was,As It Was - Single,Hundreds,3/24/2023,DETO32300012,"3,483",23.1,0
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/2014,TCABX1403338,"3,524",23.0,0
Sial,fï¿½ï¿½,Mahalini,1/23/2023,FR10S2380774,"3,525",23.0,0
Pelele,Pelele,Morad,12/24/2021,QMFMF2131945,"3,508",23.0,0
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/2023,INS182303704,"3,519",23.0,0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222553,"3,517",23.0,0
Krippy Kush,Krippy Kush,Farruko,8/4/2017,USSD11700349,"3,500",23.0,1
Do It,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400007,"3,503",23.0,1
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2/23/2024,USLZJ2475867,"3,518",23.0,0
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208786,"3,521",23.0,1
Cuaderno,Climaxxx,Dalex,5/10/2019,QM9WM1900130,"3,511",23.0,1
Leja Re,Leja Re,Dhvani Bhanushali,11/24/2018,INS181802759,"3,504",23.0,0
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,6/1/2024,ROGRA2400380,"3,522",23.0,0
Paro - Speed Up,Paro (Speed Up),Nej,5/20/2021,FRX282231651,"3,512",23.0,1
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,USWB12205041,"3,501",23.0,0
Girl,Easy Money Baby,Myke Towers,1/24/2020,QM4TW2040254,"3,523",23.0,1
Saving Up,Saving Up,Dom Dolla,10/6/2023,USQX92305379,"3,516",23.0,0
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,USAT21703429,"3,505",23.0,1
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,USSM12101091,"3,502",23.0,1
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/2018,INS181802942,"3,515",23.0,0
LLYLM,LLYLM,ROSALï¿½,1/27/2023,USSM12300114,"3,513",23.0,0
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/2022,INU252204222,"3,510",23.0,1
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,6/5/2015,GB28K1500038,"3,506",23.0,0
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,6/10/2022,UKP3G2004606,"3,514",23.0,0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,USWL11700273,"3,520",23.0,0
ART,TYLA,Tyla,3/1/2024,USSM12308662,"3,507",23.0,0
Let's Love,Let's Love,Sia,9/11/2020,UKWLH2000001,"3,509",23.0,0
DASH,Fe3O4: BREAK,NMIXX,1/15/2024,US5TA2300179,"3,530",22.9,0
On My Mind,On My Mind,Diplo,12/13/2019,USZ4V1900134,"3,526",22.9,0
Vampiro,Vampiro,Matuï¿,3/29/2022,BXW922100034,"3,527",22.9,0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,USUG12306086,"3,535",22.9,1
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,5/10/2024,GBUM72402016,"3,542",22.9,0
Delincuente,Delincuente,Tokischa,8/19/2022,RDRAY2200003,"3,541",22.9,1
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/2024,USRC12400579,"3,531",22.9,1
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,DECE72201091,"3,543",22.9,0
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,USQX92301939,"3,536",22.9,1
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,GB28K1400007,"3,538",22.9,0
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364186,"3,540",22.9,1
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,INS182303636,"3,528",22.9,0
Fever,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000834,"3,532",22.9,0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,UYB282101025,"3,539",22.9,0
Hands up!,Hands up!,6arelyhuman,12/10/2022,QZTB32254226,"3,533",22.9,1
Buenas,Buenas,Quevedo,9/22/2023,BK4DA2318657,"3,529",22.9,0
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2/9/2024,USWB12400075,"3,537",22.9,0
Let Her Go,All The Little Lights,Passenger,1/1/2012,GBMQN1100004,"3,534",22.9,0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,USQX92004148,"3,561",22.8,0
So Am I,So Am I,Ava Max,3/7/2019,USAT21900569,"3,558",22.8,0
Slide,Slide,Calvin Harris,2/24/2017,GBARL1700262,"3,555",22.8,1
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,GBAYE0500172,"3,548",22.8,0
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,USUM71401800,"3,563",22.8,0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,USUM71911804,"3,566",22.8,1
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/2021,INUM72100052,"3,565",22.8,0
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,MXF011400346,"3,560",22.8,0
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/2020,USSM12003440,"3,547",22.8,1
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,USUG12003586,"3,553",22.8,0
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/2021,USUG12103658,"3,550",22.8,0
Here With Me,Here With Me,Marshmello,3/8/2019,USUG11900610,"3,564",22.8,0
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,USSM11602625,"3,562",22.8,0
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,4/28/2023,AEA2D2300315,"3,545",22.8,0
TWINNEM,TWINNEM,Coi Leray,9/20/2021,USUM72115284,"3,557",22.8,1
Mood,Mood,Makar,8/5/2022,QZMEN2295194,"3,551",22.8,1
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,QZWA32200398,"3,549",22.8,1
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/2022,UYB282201029,"3,554",22.8,0
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/2024,GBCPZ2423268,"3,546",22.8,0
KABUKI,KABUKI,Cuckoo Coco,3/25/2023,AUMEV2314402,"3,544",22.8,1
The Bones,GIRL...The Bones,Maren Morris,2/22/2019,USG4X1800054,"3,556",22.8,0
Good News,Good News,Mac Miller,1/9/2020,USWB11801008,"3,567",22.8,0
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22.8,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,QM6N22374183,"3,552",22.8,1
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,USWB11400672,"3,568",22.8,0
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,BCA2A2200128,"3,595",22.7,1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/2024,USUG12402960,"3,580",22.7,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,5/2/2019,USAT21901942,"3,590",22.7,1
Pakistan,Pakistan,D-Block Europe,6/29/2023,USZXT2351612,"3,594",22.7,1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,USSM12207337,"3,575",22.7,1
Barely Breathing,Barely Breathing,Grant Averill,10/22/2021,TCAFW2108079,"3,582",22.7,0
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,NLW4L1900121,"3,571",22.7,0
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,USUG12205711,"3,585",22.7,0
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,2/2/2021,QM4TW2159341,"3,578",22.7,1
Already Rich,Already Rich,Yeat,5/3/2023,USUM72306884,"3,592",22.7,1
Bandana,Bandana - Single,Shubh,3/29/2024,INW262400703,"3,576",22.7,0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,4/11/2024,JPPO02401026,"3,573",22.7,0
Bruises,Bruises,Lewis Capaldi,3/31/2017,GBKPL1778698,"3,570",22.7,0
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,USUG12002838,"3,572",22.7,0
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/2023,KRA402300038,"3,596",22.7,0
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,ING642304903,"3,581",22.7,0
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,7/17/2023,DGA062340713,"3,593",22.7,0
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,USUM71214600,"3,586",22.7,1
HIND'S HALL,HIND'S HALL,Macklemore,5/10/2024,ZZOPM2445925,"3,589",22.7,1
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,RUA591801291,"3,577",22.7,0
I'm Geekin,I'm Geekin,DDG,4/21/2023,USSM12302214,"3,584",22.7,1
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,1/19/2024,QMFMG2346935,"3,574",22.7,0
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,USSD11300464,"3,583",22.7,0
Sunrise,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300812,"3,579",22.7,0
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/2019,USUG11901267,"3,588",22.7,0
Para de Mentir,Para de Mentir,Oruam,11/16/2023,BCM9A2300096,"3,569",22.7,0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,USUM72404717,"3,591",22.7,1
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,QZDQH1908793,"3,587",22.7,0
Bella y Sensual,Golden,Romeo Santos,7/21/2017,USSD11700316,"3,611",22.6,0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/2022,SGB502203331,"3,603",22.6,0
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,USUM72302654,"3,618",22.6,1
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/2023,USWB12302904,"3,616",22.6,0
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,CLA1D2200030,"3,621",22.6,1
Trampoline,Trampoline,SHAED,5/18/2018,QZ47A1800201,"3,615",22.6,0
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,USUG12302442,"3,622",22.6,1
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,6/17/2020,US5TA2000037,"3,600",22.6,0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,MXF151800454,"3,610",22.6,0
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,GBCEL1300373,"3,597",22.6,0
Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22.6,0
PARANOIA,PARANOIA,HEARTSTEEL,10/23/2023,QZH6S1900806,"3,601",22.6,0
Story of My Life,Story of My Life,One Direction,10/28/2013,GBHMU1300210,"3,607",22.6,0
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/2022,USWB12105880,"3,606",22.6,0
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/2024,USWB12400281,"3,599",22.6,0
run for the hills,THINK LATER,Tate McRae,12/8/2023,USRC12302981,"3,604",22.6,1
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/2023,USWB12301125,"3,617",22.6,1
Wish,Wish,Diler Kharkiya,11/20/2020,INS922000422,"3,598",22.6,0
Let Me Love You,Turning Point,Mario,1/1/2004,USJAY0400348,"3,608",22.6,0
Sofia,Sofia,Alvaro Soler,4/15/2016,DEUM71601055,"3,612",22.6,0
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/2023,USUG12310037,"3,605",22.6,0
Ya Lili,Ya Lili,Balti,11/7/2017,LBA0H1700138,"3,609",22.6,0
Those Eyes,Those Eyes,New West,5/10/2019,TCAEE1990215,"3,613",22.6,0
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/2024,USRC12302587,"3,602",22.6,1
Explï¿½ï¿½,Para Mi Ex,Myke Towers,12/15/2020,QMFMF2007349,"3,619",22.6,1
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/2012,USRC11201015,"3,620",22.6,0
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,USSM11914370,"3,623",22.6,0
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2/12/2023,INZ031412468,"3,638",22.5,0
Black Magic,Black Magic,Little Mix,5/21/2015,GBHMU1500046,"3,637",22.5,0
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,GBARL1400477,"3,646",22.5,0
Shellfish cumbia,Retumbo,H2O,3/31/2023,USA2B2308081,"3,633",22.5,0
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,4/26/2024,BK4DA2412746,"3,645",22.5,0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/2016,USWL11600243,"3,631",22.5,0
ERE,ERE,juan karlos,8/4/2023,PHUM72300128,"3,626",22.5,1
Alcohol-Free,Alcohol-Free,TWICE,6/9/2021,US5TA2100022,"3,634",22.5,0
Bad boy,Bad boy,Marwa Loud,1/1/2018,FR7IX1800130,"3,639",22.5,0
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/2022,USEP42231001,"3,644",22.5,1
LA NENA,LA NENA - Single,Lyanno,4/11/2024,QM4TW2488674,"3,643",22.5,1
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,USUM71805184,"3,647",22.5,0
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22.5,0
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,6/25/2020,USSD12000187,"3,648",22.5,0
Quicksand,Quicksand,Morray,10/30/2020,CA5KR2101974,"3,642",22.5,1
Singapur,El Androide,El Alfa,5/15/2020,USDY42003198,"3,641",22.5,0
Just Dance,The Fame,Lady Gaga,1/1/2008,USUM70807646,"3,629",22.5,0
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,DEUM71903009,"3,640",22.5,0
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,4/24/2020,QM6MZ2057011,"3,625",22.5,1
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2/12/2023,GX3Q92325690,"3,632",22.5,0
Marvins Room,Marvins Room,Drake,7/22/2011,USCM51100267,"3,624",22.5,1
The Motto,Take Care (Deluxe),Drake,11/15/2011,USCM51100731,"3,630",22.5,1
Hot (feat. Gunna),So Much Fun,Young Thug,8/16/2019,USAT21904711,"3,635",22.5,1
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,6/18/2023,QZMEP2360644,"3,636",22.5,0
moment,moment,Vierre Cloud,12/19/2019,QM42K1931856,"3,628",22.5,0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/2022,USUG12202132,"3,649",22.5,0
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,10/2/2020,USRH12000111,"3,661",22.4,0
God Damn,Ek Tha Raja,Badshah,3/18/2024,INUM72400156,"3,651",22.4,0
Razzi Bolja,Razzi Bolja,Harjeet Deewana,1/17/2021,ING582100020,"3,664",22.4,0
"Tested, Approved & Trusted",I Told Them...,Burna Boy,8/23/2023,USAT22307524,"3,658",22.4,1
GALOPA,GALOPA,PEDRO SAMPAIO,9/16/2021,BRWMB2100721,"3,667",22.4,0
Reckless,Reckless,Madison Beer,6/4/2021,USSM12102874,"3,670",22.4,0
Paint The Town Red,Paint The Town Red,Doja Cat,8/3/2023,USRC12301713,"3,678",22.4,0
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,10/18/2019,USSM11913145,"3,665",22.4,1
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2/26/2021,USRC12100003,"3,676",22.4,0
Overdrive,Overdrive,Post Malone,7/14/2023,USUM72306020,"3,669",22.4,0
Cuando Nadie Ve,Cuando Nadie Ve,Morat,6/8/2018,ES5701800456,"3,673",22.4,0
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/2020,USWB12000170,"3,652",22.4,0
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,USA2P2243432,"3,672",22.4,0
Me Escapï¿,Me Escapï¿,DobleP,9/7/2023,QZNJZ2368122,"3,654",22.4,1
Sakhiyaan,Sakhiyaan,Maninder Buttar,10/21/2018,FR96X1865569,"3,668",22.4,0
Without You (feat. Sandro Cavazza),AVï¿½ï¿½CI ,Avicii,8/10/2017,SE5R71700101,"3,662",22.4,1
Aynen,Hermano,Heijan,4/28/2023,QZMZ92307983,"3,663",22.4,0
IDGAF,Dua Lipa (Deluxe),Dua Lipa,6/2/2017,GBAHT1600301,"3,675",22.4,1
Maniac,Maniac,Conan Gray,10/25/2019,USUM71920712,"3,653",22.4,0
Love Me Harder,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/2014,USUM71409728,"3,655",22.4,0
Si Supieras,Si Supieras,Daddy Yankee,6/28/2019,US2BU1900761,"3,677",22.4,0
Love Someone,Love Someone,Lukas Graham,9/7/2018,USWB11801903,"3,674",22.4,0
Dance Alone,Dance Alone,Sia,2/7/2024,USAT22400525,"3,660",22.4,0
Suano,Suano - Single,NTG,3/24/2024,TCAIA2470789,"3,656",22.4,1
Heart On Ice,Heart On Ice,Rod Wave,5/31/2019,USUYG1257043,"3,659",22.4,1
POP/STARS,POP/STARS,K/DA,11/3/2018,NLRD51859885,"3,650",22.4,0
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4/6/2018,USAT21801432,"3,671",22.4,1
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/2022,GBARL2201128,"3,657",22.4,1
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,4/26/2024,BCZT72400033,"3,666",22.4,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/11/2011,USAT21102232,"3,679",22.4,1
NEW MAGIC WAND,IGOR,"Tyler, The Creator",5/17/2019,USQX91901115,"3,703",22.3,1
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,9/20/2020,INS182006274,"3,686",22.3,0
Monster,Monster,LUM!X,4/19/2019,ITV951900009,"3,704",22.3,0
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400691,"3,684",22.3,1
River (feat. Ed Sheeran),Revival,Eminem,12/15/2017,USUM71712944,"3,691",22.3,1
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,5/6/2022,USAT22203487,"3,690",22.3,1
Wide Awake,538 Hitzone 63,Katy Perry,1/1/2012,USCA21200932,"3,681",22.3,0
Eyvah Neye Yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/2023,DGA0Q2317098,"3,698",22.3,0
Lush Life,Lush Life,Zara Larsson,6/5/2015,SEWEE1500509,"3,687",22.3,0
Kitty,Kitty,Kenia OS,4/23/2024,MXF012400293,"3,680",22.3,1
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,3/4/2023,INS182300550,"3,693",22.3,0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,8/12/2022,DEE862201008,"3,694",22.3,0
Amapiano,Amapiano,Asake,5/23/2023,USUYG1489119,"3,701",22.3,1
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,4/25/2019,FR8FB1901430,"3,695",22.3,0
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,9/20/2022,QZTVM2225505,"3,697",22.3,1
Take A Bite,Take A Bite,beabadoobee,5/9/2024,GBK3W2402961,"3,700",22.3,0
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/2019,USSD11900381,"3,699",22.3,1
Me Enamorï¿,Me Enamorï¿,Shakira,1/1/2017,USSD11700088,"3,685",22.3,0
Geri Dï¿½ï¿½nem,Geri Dï¿½ï¿½nem,Semicenk,5/5/2023,FRX452325278,"3,702",22.3,0
Gimmie A Light,Gimmie A Light,Ice Spice,5/10/2024,USUG12400205,"3,692",22.3,1
on the street (with J. Cole),on the street (with J. Cole),j-hope,3/3/2023,USA2P2251898,"3,689",22.3,1
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,USSM12305017,"3,683",22.3,1
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,10/28/2016,QMCE31700918,"3,688",22.3,0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/2016,USRN11600859,"3,696",22.3,0
I Got Love,I Got Love,MiyaGi,5/15/2018,QZ22B1946607,"3,682",22.3,0
SET ME FREE,READY TO BE,TWICE,3/10/2023,US5TA2300005,"3,705",22.3,0
Say Something,Say Something,A Great Big World,11/4/2013,USSM11306713,"3,714",22.2,0
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,5/12/2023,TCJPV2340443,"3,707",22.2,1
Por Dentro,Por Dentro,Rels B,11/23/2023,UYB282376016,"3,709",22.2,1
You Belong With Me,Fearless,Taylor Swift,1/1/2008,USCJY0803328,"3,720",22.2,0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,TCACS1642138,"3,731",22.2,0
Tchuco Nela,Tchuco Nela,MC Rogerinho,4/8/2022,BCN5Z2200003,"3,727",22.2,1
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,6/8/1999,USWB19900690,"3,730",22.2,0
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2/10/2015,USSD11400352,"3,706",22.2,0
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3/10/2017,USAT21700435,"3,722",22.2,1
One in a Million,One in a Million,Bebe Rexha,8/4/2023,USWB12303800,"3,734",22.2,0
Playing Games,Playing Games,Summer Walker,8/23/2019,USUM71917221,"3,737",22.2,1
Often,Ultimate R&B 2014,The Weeknd,1/1/2014,USUG11401323,"3,728",22.2,1
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2/24/2022,BCDE52200008,"3,719",22.2,0
Better Things,Better Things - Single,aespa,8/18/2023,KRA302300242,"3,738",22.2,0
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,9/1/2023,UYB282379019,"3,715",22.2,0
Carnival,Carnival Pack - EP,Kanye West,2/8/2024,QZA742422174,"3,711",22.2,0
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,12/12/2017,INY091700034,"3,716",22.2,0
SEVILLA,SEVILLA,Thrife,8/12/2022,SE6XW2288884,"3,725",22.2,1
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,7/15/2023,DGA062354084,"3,717",22.2,0
Caramelo - Remix,Caramelo (Remix),Leoo Remix,10/1/2020,QZNJV2032699,"3,733",22.2,0
GHOST!,GHOST!,phonk.me,12/2/2022,QZTB22273485,"3,713",22.2,0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2/2/2024,QZZ662413549,"3,726",22.2,1
Inolvidable,Inolvidable,Ovy On The Drums,1/15/2020,USWL12000002,"3,712",22.2,0
Lioness,Lioness,Swedish House Mafia,6/7/2024,USUG12403371,"3,710",22.2,0
Zombie,Zombie,Bad Wolves,1/19/2018,USDPK1800004,"3,718",22.2,0
NI BIEN NI MAL,X 100PRE,Bad Bunny,12/23/2018,QM7281884659,"3,735",22.2,1
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/23/2023,USUM72222550,"3,721",22.2,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,8/20/2021,GBUM72102422,"3,736",22.2,0
Candy Shop,Candy Shop,50 Cent,1/1/2005,USIR10500072,"3,732",22.2,1
ONLY,ONLY,LeeHi,8/27/2021,KRC712100039,"3,724",22.2,0
Avalon,Avalon,$uicideboy$,5/21/2021,QZAPK2000176,"3,723",22.2,1
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,10/14/2022,USA2P2243895,"3,708",22.2,0
Esperï¿½ï¿½n,Esperï¿½ï¿½n,Manuel Turizo,12/7/2017,USQX91702666,"3,729",22.2,0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,3/19/2013,USUYG1027384,"3,751",22.1,1
Landmines,Landmines,Sum 41,9/27/2023,QMRSZ2302172,"3,748",22.1,1
Flowers,Flowers (Official Video),Miley Cyrus,1/12/2023,USSM22202811,"3,752",22.1,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,4/28/2023,ZB1OS2300183,"3,747",22.1,1
DANCE CRIP,DANCE CRIP,Trueno,11/17/2021,ARRWN2000082,"3,754",22.1,1
stellar,stellar,.diedlonely,6/23/2023,QM3DF2222961,"3,742",22.1,0
